model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,34576,8829,50920,94325,10.60,0.0
Qwen3.5-0.8B,64,34540,9346,50933,94820,10.55,0.4
Qwen3.5-0.8B,256,34601,11030,51004,96635,10.35,1.5
Qwen3.5-0.8B,1024,34515,17446,50945,102906,9.72,6.0
Qwen3.5-0.8B,4096,34510,44389,50897,129796,7.70,24.0
