model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,20,14192.17,0.07,13632542,14192169,14192169,13713466,14.3,0.0,0.0,0.0,7.2,6.0,72.4
Qwen3.5-4B,20,13637.56,0.07,13624844,13637564,13637564,13624113,14.4,0.0,0.0,0.0,7.3,6.0,72.4
