model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,178355,43674,227506,449535,2.22,0.0
Qwen3.5-0.8B,64,178144,44412,227864,450419,2.22,1.5
Qwen3.5-0.8B,256,177716,46317,227143,451176,2.22,6.0
Qwen3.5-0.8B,512,177746,49093,227204,454043,2.20,12.0
Qwen3.5-0.8B,1024,177788,54988,227403,460178,2.17,24.0
Qwen3.5-0.8B,2048,177846,67258,227579,472684,2.12,48.0
Qwen3.5-0.8B,4096,177822,90133,227923,495879,2.02,96.0
