model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,450568,133206,1384966,1968741,0.51,32.0
Qwen3.5-4B,1024,450422,159594,1385478,1995493,0.50,64.0
Qwen3.5-4B,2048,450165,210703,1383537,2044405,0.49,128.0
Qwen3.5-4B,4096,450312,311744,1383150,2145206,0.47,256.0
Qwen3.5-4B,8192,450099,513518,1382665,2346281,0.43,512.0
