model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,129071,32533,177804,339407,2.95,0.0
Qwen3.5-0.8B,64,126476,36564,180418,343457,2.91,1.5
Qwen3.5-0.8B,256,127685,46913,178157,352756,2.83,6.0
Qwen3.5-0.8B,512,129299,66370,179194,374862,2.67,12.0
Qwen3.5-0.8B,1024,130013,96248,182709,408970,2.45,24.0
Qwen3.5-0.8B,2048,130082,159977,178417,468476,2.13,48.0
Qwen3.5-0.8B,4096,129476,288019,180047,597543,1.67,96.0
