model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,20,26.89,37.05,26974,27329,27329,26988,22.6,1.0,0.1,0.1,8.4,6.9,60.8
Qwen3.5-0.8B,20,27.42,36.46,27420,27517,27517,27428,22.1,1.0,0.1,0.1,8.3,6.8,61.6
Qwen3.5-0.8B,20,27.30,36.56,27345,27679,27679,27356,22.6,1.0,0.1,0.1,8.2,6.8,61.2
