model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,8,899.58,1.11,898271,899845,899845,897416,14.2,0.1,0.0,0.0,7.9,5.5,72.3
Qwen3.5-4B,8,900.96,1.11,900061,901398,901398,898642,14.2,0.1,0.0,0.0,8.0,5.5,72.2
Qwen3.5-4B,8,902.59,1.11,901429,902594,902594,900424,14.2,0.1,0.0,0.0,8.0,5.5,72.2
