model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,49917,9632,69441,128991,7.75,0.0
Qwen3.5-0.8B,64,48420,10529,67570,126519,7.90,1.5
Qwen3.5-0.8B,256,48360,15393,68295,132048,7.57,6.0
Qwen3.5-0.8B,1024,48337,35535,68312,152184,6.57,24.0
Qwen3.5-0.8B,4096,48310,116166,68344,232820,4.30,96.0
