model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,8,485.76,2.06,486244,486418,486418,486037,25.2,0.8,0.0,0.0,13.2,9.5,51.3
Qwen3.5-0.8B,8,484.93,2.06,485251,485540,485540,485122,25.2,0.7,0.0,0.0,12.9,9.5,51.5
Qwen3.5-0.8B,8,490.07,2.04,489918,490210,490210,489816,25.5,0.8,0.0,0.0,13.2,9.5,51.1
