model,kernel,dispatch_path,seq,channels,repeats,p50_us,p95_us,spread_pct,gib_per_s_p50,gflop_per_s_p50
Qwen3.5-4B,gdn_cumdecay,neon,64,4096,30,528.238,1352.419,156.0,3.70,0.50
Qwen3.5-4B,gdn_gated_scan,neon,64,4096,30,1082.153,1965.502,81.6,2.74,0.48
Qwen3.5-4B,gdn_causal_dwconv1d,neon,64,4096,30,634.021,1520.130,139.8,3.25,3.31
Qwen3.5-4B,gdn_cumdecay_f16,neon,64,4096,30,361.047,550.634,52.5,4.06,0.73
Qwen3.5-4B,gdn_gated_scan_f16,neon,64,4096,30,1131.374,3227.816,185.3,2.60,0.46
Qwen3.5-4B,gdn_cumdecay_bf16,neon,64,4096,30,370.163,513.706,38.8,3.96,0.71
Qwen3.5-4B,gdn_gated_scan_bf16,neon,64,4096,30,1068.716,1806.385,69.0,2.76,0.49
Qwen3.5-4B,gdn2_gated_scan,neon,64,4096,30,2367.228,3421.933,44.6,2.08,0.44
Qwen3.5-0.8B,gdn_cumdecay,neon,64,2048,30,202.139,619.698,206.6,4.83,0.65
Qwen3.5-0.8B,gdn_gated_scan,neon,64,2048,30,280.942,546.676,94.6,5.27,0.93
Qwen3.5-0.8B,gdn_causal_dwconv1d,neon,64,2048,30,193.961,222.295,14.6,5.31,5.41
Qwen3.5-0.8B,gdn_cumdecay_f16,neon,64,2048,30,158.440,182.712,15.3,4.62,0.83
Qwen3.5-0.8B,gdn_gated_scan_f16,neon,64,2048,30,279.953,464.070,65.8,5.26,0.94
Qwen3.5-0.8B,gdn_cumdecay_bf16,neon,64,2048,30,165.732,320.578,93.4,4.42,0.79
Qwen3.5-0.8B,gdn_gated_scan_bf16,neon,64,2048,30,274.953,473.602,72.2,5.36,0.95
Qwen3.5-0.8B,gdn2_gated_scan,neon,64,2048,30,635.792,1395.857,119.5,3.86,0.82
Qwen3.5-4B_decode,gdn_cumdecay,neon,1,4096,30,3.541,3.750,5.9,8.62,1.16
Qwen3.5-4B_decode,gdn_gated_scan,neon,1,4096,30,4.531,4.948,9.2,16.84,1.81
Qwen3.5-4B_decode,gdn_causal_dwconv1d,neon,1,4096,30,11.250,11.719,4.2,12.21,2.91
Qwen3.5-4B_decode,gdn_cumdecay_f16,neon,1,4096,30,3.958,4.114,3.9,5.78,1.03
Qwen3.5-4B_decode,gdn_gated_scan_f16,neon,1,4096,30,5.208,5.416,4.0,11.72,1.57
Qwen3.5-4B_decode,gdn_cumdecay_bf16,neon,1,4096,30,4.375,4.532,3.6,5.23,0.94
Qwen3.5-4B_decode,gdn_gated_scan_bf16,neon,1,4096,30,5.573,5.729,2.8,10.95,1.47
Qwen3.5-4B_decode,gdn2_gated_scan,neon,1,4096,30,5.937,6.198,4.4,17.99,2.76
Qwen3.5-0.8B_decode,gdn_cumdecay,neon,1,2048,30,3.125,3.177,1.7,4.88,0.66
Qwen3.5-0.8B_decode,gdn_gated_scan,neon,1,2048,30,4.427,4.583,3.5,8.62,0.93
Qwen3.5-0.8B_decode,gdn_causal_dwconv1d,neon,1,2048,30,7.969,10.417,30.7,8.62,2.06
Qwen3.5-0.8B_decode,gdn_cumdecay_f16,neon,1,2048,30,3.125,3.282,5.0,3.66,0.66
Qwen3.5-0.8B_decode,gdn_gated_scan_f16,neon,1,2048,30,3.958,4.063,2.7,7.71,1.03
Qwen3.5-0.8B_decode,gdn_cumdecay_bf16,neon,1,2048,30,3.490,3.854,10.4,3.28,0.59
Qwen3.5-0.8B_decode,gdn_gated_scan_bf16,neon,1,2048,30,4.219,4.375,3.7,7.23,0.97
Qwen3.5-0.8B_decode,gdn2_gated_scan,neon,1,2048,30,5.469,5.729,4.8,9.76,1.50
