model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,551280,0,1193929,1745209,0.57,0.0
Qwen3.5-4B,64,531041,0,1179429,1710470,0.58,0.0
Qwen3.5-4B,256,528473,0,1175807,1704280,0.59,0.0
Qwen3.5-4B,512,530125,0,1175583,1705708,0.59,0.0
Qwen3.5-4B,1024,531215,0,1178380,1709595,0.58,0.0
Qwen3.5-4B,2048,531523,0,1177832,1709355,0.59,0.0
Qwen3.5-4B,4096,528780,0,1176986,1705766,0.59,0.0
