model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,8,198.80,4.90,200640,224870,224870,203894,22.0,0.9,0.2,0.2,13.8,9.7,53.2
Qwen3.5-0.8B,8,202.39,4.95,201305,209489,209489,202120,22.2,1.1,0.1,0.2,14.0,9.6,52.9
Qwen3.5-0.8B,8,204.18,4.81,204180,243950,243950,207736,22.4,1.1,0.4,0.4,13.8,9.2,52.6
