timestamp_ms,power_in_mw,power_gpu_mw,power_cpu_mw,temp_milliC
50,2010,0,1105,50500
231,4505,0,2290,51000
387,4505,0,2290,51500
567,4587,0,2371,51000
712,4382,0,2252,51000
866,4546,0,2290,51000
1005,4546,0,2293,51000
1174,4505,0,2331,51000
1329,4546,0,2331,51000
1480,4587,0,2331,51500
1654,4587,0,2290,51000
1783,4587,0,2331,51000
1946,4546,0,2331,51500
2085,4587,0,2331,51500
2271,4546,0,2290,51500
2417,4546,0,2331,51500
2565,4587,0,2293,51500
2747,4505,0,2290,51500
2903,4546,0,2290,51500
3084,4546,0,2290,51500
3268,4546,0,2331,51000
3431,4587,0,2331,51500
3603,4341,0,2252,51500
3779,4587,0,2331,51500
3928,4669,122,2290,51500
4108,4669,81,2331,51500
4254,4628,81,2290,51000
4393,4587,40,2331,51500
4550,4546,0,2290,51500
4734,4505,0,2249,51500
4868,4546,0,2334,51500
5013,4587,0,2331,51500
5159,4505,0,2331,52000
5306,4587,0,2331,52000
5467,4546,0,2331,51500
5639,4587,0,2290,52000
5793,4587,0,2290,51500
5962,4587,0,2331,51500
6124,4587,0,2290,51500
6274,4587,0,2331,52000
6443,4587,0,2290,52000
6586,4587,0,2331,52000
6741,4546,0,2331,51500
6872,4587,0,2331,52000
7035,4587,0,2331,51500
7201,4587,0,2331,52000
7354,4587,0,2290,51500
7548,4546,0,2331,51500
7731,4587,0,2331,51500
7875,4587,0,2331,51500
8030,4587,0,2331,52000
8171,4587,0,2331,52000
8299,4505,0,2293,51500
8450,4587,0,2293,51500
8619,4423,0,2252,51500
8789,4587,0,2331,52000
8955,4587,0,2371,51500
9117,4382,0,2293,52000
9254,4505,0,2290,51500
9430,4546,0,2290,52000
9583,4546,0,2331,52000
9730,4587,0,2290,52000
9890,4587,0,2293,52000
10074,4546,0,2290,52000
10218,4587,0,2331,52000
10378,4382,0,2293,52000
10555,4546,0,2290,52000
10710,4546,0,2334,52000
10859,4505,0,2293,52000
11014,4587,0,2331,52500
11151,4546,0,2290,52000
11299,4587,0,2290,52000
11445,4587,0,2331,52000
11598,4587,0,2331,52000
11753,4546,0,2290,52000
11917,4587,0,2331,52000
12081,4587,0,2331,52000
12268,4587,0,2334,52000
12411,4587,0,2290,52000
12564,4587,0,2290,52000
12694,4587,0,2331,52000
12846,4546,0,2293,52000
12976,4464,0,2293,52000
13141,4546,0,2331,52000
13328,4587,0,2290,52000
13473,4587,0,2293,52000
13630,4464,0,2334,52000
13778,4546,0,2334,52000
13928,4546,0,2334,52000
14080,4546,0,2290,52500
14251,4587,0,2331,52000
14407,4546,0,2334,52000
14542,4546,0,2290,52000
14678,4505,0,2334,52000
14842,4587,0,2331,52000
14985,4587,0,2334,52000
15127,4587,0,2331,52000
15261,4587,0,2331,52000
15389,4587,0,2331,52500
15534,4546,0,2331,52000
15695,4587,0,2290,52500
15852,4587,0,2331,52500
16011,4587,0,2331,52000
16143,4587,0,2331,52000
16284,4587,0,2293,52000
16465,4300,0,2290,52000
16635,4587,0,2331,52000
16807,4546,0,2290,52000
16996,4587,0,2331,52000
17180,4587,0,2293,52000
17321,4628,0,2371,52000
17452,4587,0,2290,52000
17604,4587,0,2331,52000
17755,4587,0,2290,52000
17885,4587,0,2331,52000
18033,4587,0,2331,52000
18223,4587,0,2331,52000
18373,4546,0,2293,52000
18538,4587,0,2371,52000
18704,4464,0,2331,52000
18891,4587,0,2331,52500
19054,4587,0,2331,52000
19239,4546,0,2290,52500
19423,4628,0,2334,52500
19573,4587,0,2331,52000
19702,4546,0,2293,52500
19867,4587,0,2331,52500
20011,4546,0,2252,52500
20165,4587,0,2331,52500
20347,4505,0,2293,52000
20558,4587,0,2331,52000
20723,4505,0,2334,52500
20852,4341,0,2252,52000
21003,4546,0,2290,52000
21154,4546,0,2331,52500
21331,4546,0,2331,52500
21484,4587,0,2290,52500
21639,4587,0,2331,52500
21781,4587,0,2331,52500
21940,4587,0,2331,52500
22123,4628,0,2331,52500
22302,4587,0,2331,52500
22455,4587,0,2331,52000
22581,4587,0,2334,52500
22727,4546,0,2334,52000
22891,4587,0,2331,52500
23051,4546,0,2331,52500
23210,4546,0,2331,52500
23367,4587,0,2331,52500
23516,4587,0,2331,52500
23698,4587,0,2331,52500
23847,4587,0,2334,52500
23987,4546,0,2331,52500
24134,4505,0,2334,52500
24304,4587,0,2331,52500
24496,4587,0,2371,52500
24689,4546,0,2331,52500
24847,4587,0,2290,52500
25008,4587,0,2331,52500
25148,4587,0,2331,52500
25304,4587,0,2331,52500
25449,4628,0,2371,52500
25621,4628,0,2331,52500
25761,4505,0,2293,52500
25916,4587,0,2334,52500
26104,4587,0,2371,52500
26290,4587,0,2290,52500
26462,4587,0,2331,52500
26589,4587,0,2331,53000
26780,4546,0,2331,52500
26935,4628,0,2334,52500
27092,4587,0,2331,52500
27251,4587,0,2331,52500
27415,4587,0,2331,52500
27567,4587,0,2334,52500
27717,4587,0,2334,52500
27848,4587,0,2331,52500
28003,4587,0,2371,52500
28164,4587,0,2371,52500
28306,4587,0,2331,52500
28466,4587,0,2293,52500
28651,4587,0,2412,53000
28813,4587,0,2371,53000
28963,4546,0,2293,53000
29128,4587,0,2334,52500
29286,4587,0,2334,52500
29459,4587,0,2371,52500
29631,4628,0,2371,53000
29802,4628,0,2371,53000
29958,4587,0,2290,53000
