model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,271422,0,664955,936377,1.07,0.0
Qwen3.5-4B,1024,271369,0,665176,936546,1.07,0.0
Qwen3.5-4B,2048,271272,0,664824,936096,1.07,0.0
Qwen3.5-4B,4096,271110,0,664765,935874,1.07,0.0
Qwen3.5-4B,8192,271347,0,665068,936415,1.07,0.0
