model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,204168,59000,663363,926531,1.08,32.0
Qwen3.5-4B,1024,203936,69011,663149,936096,1.07,64.0
Qwen3.5-4B,2048,203951,92956,663667,960574,1.04,128.0
Qwen3.5-4B,4096,203947,143463,663823,1011233,0.99,256.0
Qwen3.5-4B,8192,203891,240648,663453,1107991,0.90,512.0
