model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,20,303.53,3.29,303820,304359,304359,303782,15.1,0.2,0.0,0.0,7.9,6.2,70.6
Qwen3.5-4B,20,303.39,3.29,303647,304366,304366,303628,15.0,0.2,0.0,0.0,7.8,6.2,70.7
Qwen3.5-4B,20,302.99,3.30,303439,304176,304176,303478,15.0,0.2,0.0,0.0,7.8,6.2,70.8
