model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,512,50048,11812,64076,125936,7.94,12.0
Qwen3.5-0.8B,1024,50107,14245,64700,129052,7.75,24.0
Qwen3.5-0.8B,2048,49987,19046,64874,133906,7.47,48.0
Qwen3.5-0.8B,4096,50015,28610,64484,143110,6.99,96.0
Qwen3.5-0.8B,8192,50124,47725,64349,162198,6.17,192.0
