model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,20,237.00,4.22,236978,237428,237428,236969,13.6,0.2,0.0,0.0,7.5,6.2,72.4
Qwen3.5-4B,20,237.16,4.22,236862,237187,237187,236794,13.6,0.2,0.0,0.0,7.6,6.1,72.4
Qwen3.5-4B,20,238.43,4.19,238494,238915,238915,238534,13.7,0.2,0.0,0.0,7.5,6.2,72.3
