model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,170423,37055,236134,443612,2.25,0.0
Qwen3.5-0.8B,64,172237,38826,234778,445841,2.24,1.5
Qwen3.5-0.8B,256,167456,51564,241817,460837,2.17,6.0
Qwen3.5-0.8B,512,197974,75263,271646,544883,1.84,12.0
Qwen3.5-0.8B,1024,236903,112766,296639,646308,1.55,24.0
Qwen3.5-0.8B,2048,228284,180171,287728,696183,1.44,48.0
Qwen3.5-0.8B,4096,234034,310842,300111,844986,1.18,96.0
