model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,20,423.62,2.36,424478,425113,425113,424433,23.7,1.0,0.0,0.0,12.6,9.3,53.3
Qwen3.5-0.8B,20,424.39,2.36,423705,424392,424392,423731,23.7,1.0,0.0,0.0,12.6,9.3,53.3
