model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,115430,37110,391193,543734,1.84,0.0
Qwen3.5-4B,64,115567,38581,391479,545626,1.83,1.0
Qwen3.5-4B,256,115632,43596,390993,550222,1.82,4.0
Qwen3.5-4B,1024,115650,65909,391825,573384,1.74,16.0
Qwen3.5-4B,4096,115523,188922,390742,695186,1.44,64.0
