model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,68118,18443,202316,288877,3.46,0.1
Qwen3.5-4B,64,68078,19143,202967,290188,3.45,4.0
Qwen3.5-4B,256,68255,22459,203257,293972,3.40,16.0
Qwen3.5-4B,512,67940,26651,202718,297309,3.36,32.0
Qwen3.5-4B,1024,67745,36573,201533,305851,3.27,64.0
Qwen3.5-4B,2048,68302,59407,202788,330496,3.03,128.0
Qwen3.5-4B,4096,68129,110537,202930,381596,2.62,256.0
Qwen3.5-4B,8192,68144,212918,202896,483958,2.07,512.0
