model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,199884,50027,648443,898354,1.11,0.1
Qwen3.5-4B,64,199813,53241,649125,902180,1.11,4.0
Qwen3.5-4B,256,199996,65552,649209,914758,1.09,16.0
Qwen3.5-4B,1024,199828,121145,648857,969830,1.03,64.0
Qwen3.5-4B,4096,199952,336239,649160,1185352,0.84,256.0
