model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,169438,0,177200,346638,2.88,0.0
Qwen3.5-0.8B,64,170331,0,176925,347256,2.88,0.0
Qwen3.5-0.8B,256,171490,0,177593,349083,2.86,0.0
Qwen3.5-0.8B,512,169226,0,177135,346361,2.89,0.0
Qwen3.5-0.8B,1024,169361,0,179632,348993,2.87,0.0
Qwen3.5-0.8B,2048,170576,0,177645,348221,2.87,0.0
Qwen3.5-0.8B,4096,169234,0,176757,345992,2.89,0.0
