model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,48795,9253,62604,120653,8.29,0.0
Qwen3.5-0.8B,64,48746,10332,62083,121161,8.25,1.5
Qwen3.5-0.8B,256,48801,14984,62483,126267,7.92,6.0
Qwen3.5-0.8B,1024,48730,33880,62823,145433,6.88,24.0
Qwen3.5-0.8B,4096,48751,111211,62729,222692,4.49,96.0
