model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,65227,0,156276,221503,4.51,0.0
Qwen3.5-4B,64,65227,0,156490,221718,4.51,0.0
Qwen3.5-4B,256,65214,0,156175,221389,4.52,0.0
Qwen3.5-4B,512,65071,0,155753,220824,4.53,0.0
Qwen3.5-4B,1024,65010,0,155719,220729,4.53,0.0
Qwen3.5-4B,2048,65245,0,156561,221807,4.51,0.0
Qwen3.5-4B,4096,65330,0,156653,221983,4.50,0.0
Qwen3.5-4B,8192,65327,0,156680,222006,4.50,0.0
