model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,92033,0,204045,296078,3.38,0.0
Qwen3.5-4B,1024,92090,0,204325,296415,3.37,0.0
Qwen3.5-4B,2048,92054,0,204351,296405,3.37,0.0
Qwen3.5-4B,4096,91974,0,204273,296248,3.38,0.0
Qwen3.5-4B,8192,91962,0,204239,296201,3.38,0.0
