model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,200655,50908,652593,904156,1.11,0.1
Qwen3.5-4B,64,200582,52352,652551,905485,1.10,4.0
Qwen3.5-4B,256,200528,61369,653156,915052,1.09,16.0
Qwen3.5-4B,1024,200628,100084,653642,954354,1.05,64.0
Qwen3.5-4B,4096,200319,252489,652192,1105000,0.90,256.0
