model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,268657,0,266860,535517,1.87,0.0
Qwen3.5-0.8B,64,180155,0,212058,392213,2.55,0.0
Qwen3.5-0.8B,256,178545,0,208149,386693,2.59,0.0
Qwen3.5-0.8B,512,178374,0,207807,386180,2.59,0.0
Qwen3.5-0.8B,1024,251418,0,257659,509077,1.96,0.0
Qwen3.5-0.8B,2048,291082,0,275829,566911,1.76,0.0
Qwen3.5-0.8B,4096,272756,0,270205,542961,1.84,0.0
