model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,34616,8934,50998,94548,10.58,0.0
Qwen3.5-0.8B,64,34593,9969,50949,95511,10.47,1.5
Qwen3.5-0.8B,256,34626,14870,50973,100470,9.95,6.0
Qwen3.5-0.8B,1024,34637,34236,50871,119745,8.35,24.0
Qwen3.5-0.8B,4096,34627,115947,50931,201505,4.96,96.0
