model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,8,1774.41,0.51,2012980,2126872,2126872,1953487,16.0,0.5,0.3,0.3,7.4,7.8,67.6
Qwen3.5-4B,8,1832.19,0.50,2051187,2232595,2232595,1982096,16.3,0.5,0.4,0.4,7.5,7.9,66.9
Qwen3.5-4B,8,1758.34,0.53,1862300,2316029,2316029,1904398,16.4,0.4,0.3,0.3,7.7,7.7,67.3
