model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,20,2099.30,0.48,2100598,2100994,2100994,2100326,14.6,0.1,0.0,0.0,7.7,7.2,70.3
Qwen3.5-4B,20,2094.95,0.48,2094652,2095529,2095529,2094377,14.6,0.1,0.0,0.0,7.7,7.2,70.3
