model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,545706,166032,1634992,2346731,0.43,0.1
Qwen3.5-4B,64,545581,174165,1623849,2343594,0.43,4.0
Qwen3.5-4B,256,553627,212798,1638263,2404688,0.42,16.0
Qwen3.5-4B,512,554788,254861,1636640,2446289,0.41,32.0
Qwen3.5-4B,1024,546048,334944,1620112,2501104,0.40,64.0
Qwen3.5-4B,2048,533263,511482,1620396,2665142,0.38,128.0
Qwen3.5-4B,4096,539115,849496,1628090,3016701,0.33,256.0
