model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,152754,0,389536,542290,1.84,0.0
Qwen3.5-4B,64,152948,0,389899,542847,1.84,0.0
Qwen3.5-4B,256,153033,0,390155,543187,1.84,0.0
Qwen3.5-4B,512,153428,0,390455,543883,1.84,0.0
Qwen3.5-4B,1024,153310,0,390387,543697,1.84,0.0
Qwen3.5-4B,2048,153310,0,390577,543886,1.84,0.0
Qwen3.5-4B,4096,153625,0,391363,544988,1.83,0.0
