model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,48418,9413,68319,126150,7.93,0.0
Qwen3.5-0.8B,64,48336,9955,68158,126448,7.91,0.4
Qwen3.5-0.8B,256,48299,11517,68254,128069,7.81,1.5
Qwen3.5-0.8B,1024,48317,18101,68184,134602,7.43,6.0
Qwen3.5-0.8B,4096,48305,45036,68239,161580,6.19,24.0
