model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,719228,0,1626902,2346130,0.43,0.0
Qwen3.5-4B,64,720692,0,1625277,2345969,0.43,0.0
Qwen3.5-4B,256,735673,0,1638908,2374581,0.42,0.0
Qwen3.5-4B,512,731978,0,1640467,2372445,0.42,0.0
Qwen3.5-4B,1024,718231,0,1624823,2343054,0.43,0.0
Qwen3.5-4B,2048,721003,0,1626823,2347826,0.43,0.0
Qwen3.5-4B,4096,720562,0,1625829,2346391,0.43,0.0
