model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,119457,37846,388741,546044,1.83,0.1
Qwen3.5-4B,64,119219,41295,388492,549006,1.82,4.0
Qwen3.5-4B,256,119214,54881,389143,563238,1.78,16.0
Qwen3.5-4B,1024,119183,110822,389178,619183,1.62,64.0
Qwen3.5-4B,4096,119047,325470,388919,833436,1.20,256.0
