model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,96610,0,104410,201021,4.97,0.0
Qwen3.5-0.8B,64,98239,0,105326,203565,4.91,0.0
Qwen3.5-0.8B,256,96951,0,104654,201605,4.96,0.0
Qwen3.5-0.8B,512,104794,0,108968,213762,4.68,0.0
Qwen3.5-0.8B,1024,98553,0,103325,201878,4.95,0.0
Qwen3.5-0.8B,2048,100641,0,104567,205208,4.87,0.0
Qwen3.5-0.8B,4096,93654,0,106257,199911,5.00,0.0
