model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,20,99.67,10.02,99786,100142,100142,99777,24.1,1.5,0.1,0.1,7.7,6.9,59.6
Qwen3.5-0.8B,20,99.85,10.00,100005,100176,100176,99963,24.0,1.6,0.1,0.1,7.7,7.0,59.6
Qwen3.5-0.8B,20,99.52,10.03,99683,99883,99883,99676,24.1,1.6,0.1,0.1,7.7,6.9,59.6
