run_id,timestamp,git_sha,manifest_ref,device,engine_gdn,engine_full_attention,model_checkpoint,quantization,context_length,phase,metric_name,metric_component,value,unit,repeat_index,repeat_count,layer_class,notes
rk3588-t4_little_int4_sdot_e2e_3bff376,2026-08-09T13:04:52Z,3bff376,results/manifests/rk3588-t4_int4sdot_4b.json,rk3588-t4_little_int4_sdot,cpu,cpu,Qwen/Qwen3.5-4B,int4_sdot,20,prefill,ttft_seconds,,0.769750,seconds,0,1,all,tokens=20;cluster=little
rk3588-t4_little_int4_sdot_e2e_3bff376,2026-08-09T13:04:52Z,3bff376,results/manifests/rk3588-t4_int4sdot_4b.json,rk3588-t4_little_int4_sdot,cpu,cpu,Qwen/Qwen3.5-4B,int4_sdot,20,decode,decode_tokens_per_sec,,1.300000,tokens_per_sec,0,1,all,tokens=20;cluster=little
