model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,93883,0,211074,304957,3.28,0.0
Qwen3.5-4B,64,93930,0,211044,304974,3.28,0.0
Qwen3.5-4B,256,93882,0,210821,304703,3.28,0.0
Qwen3.5-4B,512,93828,0,210933,304761,3.28,0.0
Qwen3.5-4B,1024,93812,0,210758,304570,3.28,0.0
Qwen3.5-4B,2048,93828,0,210982,304810,3.28,0.0
Qwen3.5-4B,4096,93882,0,210883,304766,3.28,0.0
Qwen3.5-4B,8192,93779,0,210777,304556,3.28,0.0
