model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,157785,64519,456176,678480,1.47,32.0
Qwen3.5-4B,1024,157521,91161,455661,704343,1.42,64.0
Qwen3.5-4B,2048,157772,142926,456386,757083,1.32,128.0
Qwen3.5-4B,4096,157548,244882,455893,858323,1.17,256.0
Qwen3.5-4B,8192,157770,449437,456422,1063630,0.94,512.0
