model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,68263,18699,205706,292669,3.42,0.0
Qwen3.5-4B,64,67940,19711,204505,292157,3.42,1.0
Qwen3.5-4B,256,67962,23730,204199,295891,3.38,4.0
Qwen3.5-4B,1024,68308,42290,205433,316032,3.16,16.0
Qwen3.5-4B,4096,68315,132188,205617,406119,2.46,64.0
