model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,38405,9534,51810,99749,10.03,0.0
Qwen3.5-0.8B,64,38167,10625,51526,100317,9.97,1.5
Qwen3.5-0.8B,256,38268,14677,51503,104448,9.57,6.0
Qwen3.5-0.8B,1024,38210,33712,51452,123374,8.11,24.0
Qwen3.5-0.8B,4096,38480,111418,51536,201434,4.96,96.0
