model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,20,873.96,1.14,874268,874844,874844,874268,13.8,0.3,0.0,0.0,8.5,6.3,71.0
Qwen3.5-4B,20,874.36,1.14,874124,874874,874874,874067,13.8,0.3,0.0,0.0,8.6,6.3,71.0
Qwen3.5-4B,20,872.71,1.15,872457,873585,873585,872229,13.8,0.3,0.0,0.0,8.4,6.2,71.2
