model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,115408,36923,390797,543129,1.84,0.1
Qwen3.5-4B,64,115511,40459,391036,547006,1.83,4.0
Qwen3.5-4B,256,115506,53568,391916,560991,1.78,16.0
Qwen3.5-4B,512,115499,72198,391886,579583,1.73,32.0
Qwen3.5-4B,1024,115499,110801,391867,618166,1.62,64.0
Qwen3.5-4B,2048,115649,185784,391981,693415,1.44,128.0
Qwen3.5-4B,4096,115502,333528,391715,840746,1.19,256.0
