model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,213915,54599,689906,958420,1.04,0.0
Qwen3.5-4B,64,212145,56039,688753,956936,1.05,1.0
Qwen3.5-4B,256,212487,60955,689035,962477,1.04,4.0
Qwen3.5-4B,1024,212524,82795,688780,984098,1.02,16.0
Qwen3.5-4B,4096,212648,205324,688728,1106700,0.90,64.0
