run_id,timestamp,git_sha,manifest_ref,device,engine_gdn,engine_full_attention,model_checkpoint,quantization,context_length,phase,metric_name,metric_component,value,unit,repeat_index,repeat_count,layer_class,notes
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,prefill,ttft_seconds,,0.098870,seconds,0,3,all,tokens=8;cluster=big
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,decode,decode_tokens_per_sec,,10.090000,tokens_per_sec,0,3,all,tokens=8;cluster=big
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,prefill,ttft_seconds,,0.100050,seconds,1,3,all,tokens=8;cluster=big
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,decode,decode_tokens_per_sec,,9.980000,tokens_per_sec,1,3,all,tokens=8;cluster=big
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,prefill,ttft_seconds,,0.099710,seconds,2,3,all,tokens=8;cluster=big
rk3588-t4_08b_big_int8_e2e_d2262f1,2026-08-07T05:42:02Z,d2262f1,results/manifests/rk3588-t4_08b_big_int8_e2e.json,rk3588-t4_08b_big_int8,cpu,cpu,Qwen/Qwen3.5-0.8B,int8,8,decode,decode_tokens_per_sec,,10.010000,tokens_per_sec,2,3,all,tokens=8;cluster=big
