model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,213605,54578,695108,963290,1.04,0.1
Qwen3.5-4B,64,213115,58255,695454,966824,1.03,4.0
Qwen3.5-4B,256,213308,71091,695357,979756,1.02,16.0
Qwen3.5-4B,1024,213228,128660,695332,1037220,0.96,64.0
Qwen3.5-4B,4096,213109,355591,694490,1263190,0.79,256.0
