model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,90849,0,201696,292544,3.42,0.0
Qwen3.5-4B,64,91070,0,202923,293993,3.40,0.0
Qwen3.5-4B,256,91233,0,202956,294189,3.40,0.0
Qwen3.5-4B,512,90956,0,201999,292956,3.41,0.0
Qwen3.5-4B,1024,90907,0,201372,292280,3.42,0.0
Qwen3.5-4B,2048,91025,0,202444,293469,3.41,0.0
Qwen3.5-4B,4096,91328,0,202856,294184,3.40,0.0
Qwen3.5-4B,8192,91441,0,203030,294471,3.40,0.0
