model,kernel,dispatch_path,seq,channels,repeats,p50_us,p95_us,spread_pct,gib_per_s_p50,gflop_per_s_p50
Qwen3.5-4B,gdn_cumdecay,neon,64,4096,30,1301.378,1565.341,20.3,1.50,0.20
Qwen3.5-4B,gdn_gated_scan,neon,64,4096,30,2714.009,3166.465,16.7,1.09,0.19
Qwen3.5-4B,gdn_causal_dwconv1d,neon,64,4096,30,2210.718,2596.454,17.4,0.93,0.95
Qwen3.5-4B,gdn_cumdecay_f16,neon,64,4096,30,796.994,977.518,22.7,1.84,0.33
Qwen3.5-4B,gdn_gated_scan_f16,neon,64,4096,30,3023.390,3240.633,7.2,0.97,0.17
Qwen3.5-4B,gdn_cumdecay_bf16,neon,64,4096,30,1634.666,1892.536,15.8,0.90,0.16
Qwen3.5-4B,gdn_gated_scan_bf16,neon,64,4096,30,3061.880,3203.236,4.6,0.96,0.17
Qwen3.5-4B,gdn2_gated_scan,neon,64,4096,30,4595.815,4930.873,7.3,1.07,0.23
Qwen3.5-0.8B,gdn_cumdecay,neon,64,2048,30,301.308,376.466,24.9,3.24,0.44
Qwen3.5-0.8B,gdn_gated_scan,neon,64,2048,30,896.943,1262.732,40.8,1.65,0.29
Qwen3.5-0.8B,gdn_causal_dwconv1d,neon,64,2048,30,423.393,968.768,128.8,2.43,2.48
Qwen3.5-0.8B,gdn_cumdecay_f16,neon,64,2048,30,532.458,703.190,32.1,1.38,0.25
Qwen3.5-0.8B,gdn_gated_scan_f16,neon,64,2048,30,636.053,815.901,28.3,2.32,0.41
Qwen3.5-0.8B,gdn_cumdecay_bf16,neon,64,2048,30,472.196,739.961,56.7,1.55,0.28
Qwen3.5-0.8B,gdn_gated_scan_bf16,neon,64,2048,30,728.555,1305.858,79.2,2.02,0.36
Qwen3.5-0.8B,gdn2_gated_scan,neon,64,2048,30,1522.893,2031.287,33.4,1.61,0.34
Qwen3.5-4B_decode,gdn_cumdecay,neon,1,4096,30,5.781,5.938,2.7,5.28,0.71
Qwen3.5-4B_decode,gdn_gated_scan,neon,1,4096,30,10.261,10.521,2.5,7.44,0.80
Qwen3.5-4B_decode,gdn_causal_dwconv1d,neon,1,4096,30,24.793,26.250,5.9,5.54,1.32
Qwen3.5-4B_decode,gdn_cumdecay_f16,neon,1,4096,30,6.407,6.614,3.2,3.57,0.64
Qwen3.5-4B_decode,gdn_gated_scan_f16,neon,1,4096,30,10.468,11.146,6.5,5.83,0.78
Qwen3.5-4B_decode,gdn_cumdecay_bf16,neon,1,4096,30,8.125,8.334,2.6,2.82,0.50
Qwen3.5-4B_decode,gdn_gated_scan_bf16,neon,1,4096,30,12.084,22.292,84.5,5.05,0.68
Qwen3.5-4B_decode,gdn2_gated_scan,neon,1,4096,30,14.062,23.021,63.7,7.60,1.17
Qwen3.5-0.8B_decode,gdn_cumdecay,neon,1,2048,30,3.959,4.063,2.6,3.85,0.52
Qwen3.5-0.8B_decode,gdn_gated_scan,neon,1,2048,30,5.886,6.042,2.7,6.48,0.70
Qwen3.5-0.8B_decode,gdn_causal_dwconv1d,neon,1,2048,30,20.313,21.771,7.2,3.38,0.81
Qwen3.5-0.8B_decode,gdn_cumdecay_f16,neon,1,2048,30,4.271,4.375,2.4,2.68,0.48
Qwen3.5-0.8B_decode,gdn_gated_scan_f16,neon,1,2048,30,6.563,6.719,2.4,4.65,0.62
Qwen3.5-0.8B_decode,gdn_cumdecay_bf16,neon,1,2048,30,5.000,5.208,4.2,2.29,0.41
Qwen3.5-0.8B_decode,gdn_gated_scan_bf16,neon,1,2048,30,7.083,7.292,3.0,4.31,0.58
Qwen3.5-0.8B_decode,gdn2_gated_scan,neon,1,2048,30,8.021,8.178,2.0,6.66,1.02
