model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,20,94.49,10.59,94434,94658,94658,94451,22.3,0.4,0.0,0.0,13.6,9.3,54.3
Qwen3.5-0.8B,20,94.46,10.66,93790,94460,94460,93770,22.6,0.4,0.0,0.0,13.7,9.5,53.7
