model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,512,68599,26732,201418,296750,3.37,32.0
Qwen3.5-4B,1024,68801,36016,202698,307515,3.25,64.0
Qwen3.5-4B,2048,68658,56603,202235,327496,3.05,128.0
Qwen3.5-4B,4096,68885,101531,202660,373075,2.68,256.0
Qwen3.5-4B,8192,68693,201826,202550,473069,2.11,512.0
