model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-0.8B,20,106.50,9.38,106555,106872,106872,106559,22.6,1.4,0.1,0.1,8.0,6.9,60.9
Qwen3.5-0.8B,20,106.93,9.34,107069,107281,107281,107078,22.6,1.6,0.1,0.1,7.9,6.8,61.0
Qwen3.5-0.8B,20,106.95,9.35,106981,107150,107150,106976,23.0,1.4,0.1,0.1,8.0,7.0,60.5
