model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,200944,50300,650972,902215,1.11,0.0
Qwen3.5-4B,64,199940,51264,648543,899747,1.11,1.0
Qwen3.5-4B,256,199750,55850,648417,904017,1.11,4.0
Qwen3.5-4B,1024,199592,77519,649407,926517,1.08,16.0
Qwen3.5-4B,4096,199830,203283,650011,1053124,0.95,64.0
