model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,119055,37955,388024,545034,1.83,0.0
Qwen3.5-4B,64,119287,39010,389122,547420,1.83,1.0
Qwen3.5-4B,256,119374,44566,389251,553191,1.81,4.0
Qwen3.5-4B,1024,119349,66561,389886,575797,1.74,16.0
Qwen3.5-4B,4096,119884,188938,389594,698415,1.43,64.0
