model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,512,14878,0,19484,34362,29.10,0.0
Qwen3.5-0.8B,1024,14733,0,19459,34192,29.25,0.0
Qwen3.5-0.8B,2048,14718,0,19523,34242,29.20,0.0
Qwen3.5-0.8B,4096,14763,0,19552,34315,29.14,0.0
Qwen3.5-0.8B,8192,14772,0,19521,34293,29.16,0.0
