model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,45845,0,49780,95625,10.46,0.0
Qwen3.5-0.8B,64,45795,0,49783,95577,10.46,0.0
Qwen3.5-0.8B,256,45827,0,49778,95605,10.46,0.0
Qwen3.5-0.8B,512,45890,0,49810,95700,10.45,0.0
Qwen3.5-0.8B,1024,45891,0,49816,95707,10.45,0.0
Qwen3.5-0.8B,2048,45888,0,49863,95752,10.44,0.0
Qwen3.5-0.8B,4096,45943,0,49876,95818,10.44,0.0
