model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,72872,18331,106816,198020,5.05,0.0
Qwen3.5-0.8B,64,72633,21584,102819,197036,5.08,1.5
Qwen3.5-0.8B,256,72623,32861,103880,209364,4.78,6.0
Qwen3.5-0.8B,512,78231,52875,106358,237464,4.21,12.0
Qwen3.5-0.8B,1024,75455,83518,103346,262320,3.81,24.0
Qwen3.5-0.8B,2048,80080,147788,106796,334664,2.99,48.0
Qwen3.5-0.8B,4096,75289,275910,106583,457782,2.18,96.0
