model,tokens,ttft_ms,tok_per_sec_mean,p50_us,p95_us,p99_us,mean_us,gdn_proj_pct,gdn_conv_pct,gdn_decay_pct,gdn_scan_pct,gdn_oproj_pct,full_pct,ffn_pct
Qwen3.5-4B,30,2477.37,0.40,2475529,2479750,2482180,2475692,16.1,0.1,0.0,0.0,8.7,7.3,67.8
