model,kernel,dispatch_path,seq,channels,repeats,p50_us,p95_us,spread_pct,gib_per_s_p50,gflop_per_s_p50
Qwen3.5-4B,gdn_cumdecay,neon,64,4096,30,1484.975,2160.562,45.5,1.32,0.18
Qwen3.5-4B,gdn_gated_scan,neon,64,4096,30,2625.935,2872.971,9.4,1.13,0.20
Qwen3.5-4B,gdn_causal_dwconv1d,neon,64,4096,30,1709.771,2097.175,22.7,1.20,1.23
Qwen3.5-4B,gdn_cumdecay_f16,neon,64,4096,30,830.953,1025.227,23.4,1.76,0.32
Qwen3.5-4B,gdn_gated_scan_f16,neon,64,4096,30,2550.881,2667.186,4.6,1.15,0.21
Qwen3.5-4B,gdn_cumdecay_bf16,neon,64,4096,30,962.987,1131.844,17.5,1.52,0.27
Qwen3.5-4B,gdn_gated_scan_bf16,neon,64,4096,30,2605.518,3330.479,27.8,1.13,0.20
Qwen3.5-0.8B,gdn_cumdecay,neon,64,2048,30,275.421,367.038,33.3,3.55,0.48
Qwen3.5-0.8B,gdn_gated_scan,neon,64,2048,30,603.032,741.316,22.9,2.45,0.43
Qwen3.5-0.8B,gdn_causal_dwconv1d,neon,64,2048,30,368.028,396.257,7.7,2.80,2.85
Qwen3.5-0.8B,gdn_cumdecay_f16,neon,64,2048,30,297.558,357.976,20.3,2.46,0.44
Qwen3.5-0.8B,gdn_gated_scan_f16,neon,64,2048,30,531.780,673.606,26.7,2.77,0.49
Qwen3.5-0.8B,gdn_cumdecay_bf16,neon,64,2048,30,363.966,422.872,16.2,2.01,0.36
Qwen3.5-0.8B,gdn_gated_scan_bf16,neon,64,2048,30,542.042,659.804,21.7,2.72,0.48
Qwen3.5-4B_decode,gdn_cumdecay,neon,1,4096,30,5.729,5.938,3.6,5.33,0.71
Qwen3.5-4B_decode,gdn_gated_scan,neon,1,4096,30,9.167,9.427,2.8,8.32,0.89
Qwen3.5-4B_decode,gdn_causal_dwconv1d,neon,1,4096,30,27.761,33.386,20.3,4.95,1.18
Qwen3.5-4B_decode,gdn_cumdecay_f16,neon,1,4096,30,6.302,6.563,4.1,3.63,0.65
Qwen3.5-4B_decode,gdn_gated_scan_f16,neon,1,4096,30,10.209,10.573,3.6,5.98,0.80
Qwen3.5-4B_decode,gdn_cumdecay_bf16,neon,1,4096,30,8.125,8.751,7.7,2.82,0.50
Qwen3.5-4B_decode,gdn_gated_scan_bf16,neon,1,4096,30,11.667,12.031,3.1,5.23,0.70
Qwen3.5-0.8B_decode,gdn_cumdecay,neon,1,2048,30,3.906,4.063,4.0,3.91,0.52
Qwen3.5-0.8B_decode,gdn_gated_scan,neon,1,2048,30,5.990,6.146,2.6,6.37,0.68
Qwen3.5-0.8B_decode,gdn_causal_dwconv1d,neon,1,2048,30,20.365,22.344,9.7,3.37,0.80
Qwen3.5-0.8B_decode,gdn_cumdecay_f16,neon,1,2048,30,4.219,4.375,3.7,2.71,0.49
Qwen3.5-0.8B_decode,gdn_gated_scan_f16,neon,1,2048,30,6.459,6.718,4.0,4.72,0.63
Qwen3.5-0.8B_decode,gdn_cumdecay_bf16,neon,1,2048,30,5.104,5.261,3.1,2.24,0.40
Qwen3.5-0.8B_decode,gdn_gated_scan_bf16,neon,1,2048,30,7.083,7.657,8.1,4.31,0.58
