model,kernel,dispatch_path,seq,channels,repeats,p50_us,p95_us,spread_pct,gib_per_s_p50,gflop_per_s_p50
Qwen3.5-4B,gdn_cumdecay,neon,64,4096,30,351.191,374.526,6.6,5.56,0.75
Qwen3.5-4B,gdn_gated_scan,neon,64,4096,30,1094.116,1541.271,40.9,2.71,0.48
Qwen3.5-4B,gdn_causal_dwconv1d,neon,64,4096,30,385.318,417.111,8.3,5.35,5.44
Qwen3.5-4B,gdn_cumdecay_f16,neon,64,4096,30,233.641,249.100,6.6,6.27,1.12
Qwen3.5-4B,gdn_gated_scan_f16,neon,64,4096,30,1007.193,1132.035,12.4,2.92,0.52
Qwen3.5-4B,gdn_cumdecay_bf16,neon,64,4096,30,257.268,291.103,13.2,5.69,1.02
Qwen3.5-4B,gdn_gated_scan_bf16,neon,64,4096,30,1023.819,1255.126,22.6,2.88,0.51
Qwen3.5-4B,gdn2_gated_scan,neon,64,4096,30,3950.018,4438.593,12.4,1.24,0.27
Qwen3.5-0.8B,gdn_cumdecay,neon,64,2048,30,155.468,170.344,9.6,6.28,0.84
Qwen3.5-0.8B,gdn_gated_scan,neon,64,2048,30,241.808,251.142,3.9,6.12,1.08
Qwen3.5-0.8B,gdn_causal_dwconv1d,neon,64,2048,30,147.302,149.926,1.8,6.99,7.12
Qwen3.5-0.8B,gdn_cumdecay_f16,neon,64,2048,30,114.633,115.508,0.8,6.39,1.14
Qwen3.5-0.8B,gdn_gated_scan_f16,neon,64,2048,30,223.140,238.600,6.9,6.60,1.17
Qwen3.5-0.8B,gdn_cumdecay_bf16,neon,64,2048,30,128.342,130.093,1.4,5.71,1.02
Qwen3.5-0.8B,gdn_gated_scan_bf16,neon,64,2048,30,222.849,236.266,6.0,6.61,1.18
Qwen3.5-0.8B,gdn2_gated_scan,neon,64,2048,30,388.235,412.736,6.3,6.33,1.35
Qwen3.5-4B_decode,gdn_cumdecay,neon,1,4096,30,2.625,2.917,11.1,11.63,1.56
Qwen3.5-4B_decode,gdn_gated_scan,neon,1,4096,30,4.376,4.959,13.3,17.43,1.87
Qwen3.5-4B_decode,gdn_causal_dwconv1d,neon,1,4096,30,9.918,10.501,5.9,13.85,3.30
Qwen3.5-4B_decode,gdn_cumdecay_f16,neon,1,4096,30,2.917,2.917,0.0,7.85,1.40
Qwen3.5-4B_decode,gdn_gated_scan_f16,neon,1,4096,30,4.084,4.084,0.0,14.95,2.01
Qwen3.5-4B_decode,gdn_cumdecay_bf16,neon,1,4096,30,3.500,3.501,0.0,6.54,1.17
Qwen3.5-4B_decode,gdn_gated_scan_bf16,neon,1,4096,30,4.667,4.667,0.0,13.08,1.76
Qwen3.5-4B_decode,gdn2_gated_scan,neon,1,4096,30,6.709,7.001,4.4,15.92,2.44
Qwen3.5-0.8B_decode,gdn_cumdecay,neon,1,2048,30,2.042,2.334,14.3,7.47,1.00
Qwen3.5-0.8B_decode,gdn_gated_scan,neon,1,2048,30,3.208,3.209,0.0,11.89,1.28
Qwen3.5-0.8B_decode,gdn_causal_dwconv1d,neon,1,2048,30,8.459,8.750,3.4,8.12,1.94
Qwen3.5-0.8B_decode,gdn_cumdecay_f16,neon,1,2048,30,2.333,2.334,0.0,4.91,0.88
Qwen3.5-0.8B_decode,gdn_gated_scan_f16,neon,1,2048,30,2.917,2.917,0.0,10.46,1.40
Qwen3.5-0.8B_decode,gdn_cumdecay_bf16,neon,1,2048,30,2.625,2.626,0.0,4.36,0.78
Qwen3.5-0.8B_decode,gdn_gated_scan_bf16,neon,1,2048,30,3.208,3.209,0.0,9.51,1.28
Qwen3.5-0.8B_decode,gdn2_gated_scan,neon,1,2048,30,4.084,4.375,7.1,13.08,2.01
