run_id,timestamp,git_sha,manifest_ref,device,engine_gdn,engine_full_attention,model_checkpoint,quantization,context_length,phase,metric_name,metric_component,value,unit,repeat_index,repeat_count,layer_class,notes
jetson-j1_e2e_dd1fdf4,2026-08-07T01:23:00Z,dd1fdf4,results/manifests/jetson-j1_e2e.json,jetson-j1,cpu,cpu,Qwen/Qwen3.5-4B,fp32,8,prefill,ttft_seconds,,48.586720,seconds,0,1,all,tokens=8
jetson-j1_e2e_dd1fdf4,2026-08-07T01:23:00Z,dd1fdf4,results/manifests/jetson-j1_e2e.json,jetson-j1,cpu,cpu,Qwen/Qwen3.5-4B,fp32,8,decode,decode_tokens_per_sec,,0.020000,tokens_per_sec,0,1,all,tokens=8
