model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,194912,50853,280228,525993,1.90,0.0
Qwen3.5-0.8B,64,195540,54662,281823,532025,1.88,1.5
Qwen3.5-0.8B,256,193722,65138,281503,540362,1.85,6.0
Qwen3.5-0.8B,512,195053,84141,281424,560617,1.78,12.0
Qwen3.5-0.8B,1024,197141,114874,278851,590866,1.69,24.0
Qwen3.5-0.8B,2048,195195,180007,279805,655007,1.53,48.0
Qwen3.5-0.8B,4096,197309,306794,288029,792132,1.26,96.0
